iso,year,price,tax,ets
AFG,2010,0.0,0.0,0.0
AFG,2011,0.0,0.0,0.0
AFG,2012,0.0,0.0,0.0
AFG,2013,0.0,0.0,0.0
AFG,2014,0.0,0.0,0.0
AFG,2015,0.0,0.0,0.0
AFG,2016,0.0,0.0,0.0
AFG,2017,0.0,0.0,0.0
AFG,2018,0.0,0.0,0.0
AFG,2019,0.0,0.0,0.0
AFG,2020,0.0,0.0,0.0
AFG,2021,0.0,0.0,0.0
AGO,1985,0.0,0.0,0.0
AGO,1986,0.0,0.0,0.0
AGO,1987,0.0,0.0,0.0
AGO,1988,0.0,0.0,0.0
AGO,1989,0.0,0.0,0.0
AGO,1990,0.0,0.0,0.0
AGO,1991,0.0,0.0,0.0
AGO,1992,0.0,0.0,0.0
AGO,1993,0.0,0.0,0.0
AGO,1994,0.0,0.0,0.0
AGO,1995,0.0,0.0,0.0
AGO,1996,0.0,0.0,0.0
AGO,1997,0.0,0.0,0.0
AGO,1998,0.0,0.0,0.0
AGO,1999,0.0,0.0,0.0
AGO,2000,0.0,0.0,0.0
AGO,2001,0.0,0.0,0.0
AGO,2002,0.0,0.0,0.0
AGO,2003,0.0,0.0,0.0
AGO,2004,0.0,0.0,0.0
AGO,2005,0.0,0.0,0.0
AGO,2006,0.0,0.0,0.0
AGO,2007,0.0,0.0,0.0
AGO,2008,0.0,0.0,0.0
AGO,2009,0.0,0.0,0.0
AGO,2010,0.0,0.0,0.0
AGO,2011,0.0,0.0,0.0
AGO,2012,0.0,0.0,0.0
AGO,2013,0.0,0.0,0.0
AGO,2014,0.0,0.0,0.0
AGO,2015,0.0,0.0,0.0
AGO,2016,0.0,0.0,0.0
AGO,2017,0.0,0.0,0.0
AGO,2018,0.0,0.0,0.0
AGO,2019,0.0,0.0,0.0
AGO,2020,0.0,0.0,0.0
AGO,2021,0.0,0.0,0.0
ALB,1985,0.0,0.0,0.0
ALB,1986,0.0,0.0,0.0
ALB,1987,0.0,0.0,0.0
ALB,1988,0.0,0.0,0.0
ALB,1989,0.0,0.0,0.0
ALB,1990,0.0,0.0,0.0
ALB,1991,0.0,0.0,0.0
ALB,1992,0.0,0.0,0.0
ALB,1993,0.0,0.0,0.0
ALB,1994,0.0,0.0,0.0
ALB,1995,0.0,0.0,0.0
ALB,1996,0.0,0.0,0.0
ALB,1997,0.0,0.0,0.0
ALB,1998,0.0,0.0,0.0
ALB,1999,0.0,0.0,0.0
ALB,2000,0.0,0.0,0.0
ALB,2001,0.0,0.0,0.0
ALB,2002,0.0,0.0,0.0
ALB,2003,0.0,0.0,0.0
ALB,2004,0.0,0.0,0.0
ALB,2005,0.0,0.0,0.0
ALB,2006,0.0,0.0,0.0
ALB,2007,0.0,0.0,0.0
ALB,2008,0.0,0.0,0.0
ALB,2009,0.0,0.0,0.0
ALB,2010,0.0,0.0,0.0
ALB,2011,0.0,0.0,0.0
ALB,2012,0.0,0.0,0.0
ALB,2013,0.0,0.0,0.0
ALB,2014,0.0,0.0,0.0
ALB,2015,0.0,0.0,0.0
ALB,2016,0.0,0.0,0.0
ALB,2017,0.0,0.0,0.0
ALB,2018,0.0,0.0,0.0
ALB,2019,0.0,0.0,0.0
ALB,2020,0.0,0.0,0.0
ALB,2021,0.0,0.0,0.0
AND,1985,0.0,0.0,0.0
AND,1986,0.0,0.0,0.0
AND,1987,0.0,0.0,0.0
AND,1988,0.0,0.0,0.0
AND,1989,0.0,0.0,0.0
AND,1990,0.0,0.0,0.0
AND,1991,0.0,0.0,0.0
AND,1992,0.0,0.0,0.0
AND,1993,0.0,0.0,0.0
AND,1994,0.0,0.0,0.0
AND,1995,0.0,0.0,0.0
AND,1996,0.0,0.0,0.0
AND,1997,0.0,0.0,0.0
AND,1998,0.0,0.0,0.0
AND,1999,0.0,0.0,0.0
AND,2000,0.0,0.0,0.0
AND,2001,0.0,0.0,0.0
AND,2002,0.0,0.0,0.0
AND,2003,0.0,0.0,0.0
AND,2004,0.0,0.0,0.0
AND,2005,0.0,0.0,0.0
AND,2006,0.0,0.0,0.0
AND,2007,0.0,0.0,0.0
AND,2008,0.0,0.0,0.0
AND,2009,0.0,0.0,0.0
AND,2010,0.0,0.0,0.0
AND,2011,0.0,0.0,0.0
AND,2012,0.0,0.0,0.0
AND,2013,0.0,0.0,0.0
AND,2014,0.0,0.0,0.0
AND,2015,0.0,0.0,0.0
AND,2016,0.0,0.0,0.0
AND,2017,0.0,0.0,0.0
AND,2018,0.0,0.0,0.0
AND,2019,0.0,0.0,0.0
AND,2020,0.0,0.0,0.0
AND,2021,0.0,0.0,0.0
ARE,1985,0.0,0.0,0.0
ARE,1986,0.0,0.0,0.0
ARE,1987,0.0,0.0,0.0
ARE,1988,0.0,0.0,0.0
ARE,1989,0.0,0.0,0.0
ARE,1990,0.0,0.0,0.0
ARE,1991,0.0,0.0,0.0
ARE,1992,0.0,0.0,0.0
ARE,1993,0.0,0.0,0.0
ARE,1994,0.0,0.0,0.0
ARE,1995,0.0,0.0,0.0
ARE,1996,0.0,0.0,0.0
ARE,1997,0.0,0.0,0.0
ARE,1998,0.0,0.0,0.0
ARE,1999,0.0,0.0,0.0
ARE,2000,0.0,0.0,0.0
ARE,2001,0.0,0.0,0.0
ARE,2002,0.0,0.0,0.0
ARE,2003,0.0,0.0,0.0
ARE,2004,0.0,0.0,0.0
ARE,2005,0.0,0.0,0.0
ARE,2006,0.0,0.0,0.0
ARE,2007,0.0,0.0,0.0
ARE,2008,0.0,0.0,0.0
ARE,2009,0.0,0.0,0.0
ARE,2010,0.0,0.0,0.0
ARE,2011,0.0,0.0,0.0
ARE,2012,0.0,0.0,0.0
ARE,2013,0.0,0.0,0.0
ARE,2014,0.0,0.0,0.0
ARE,2015,0.0,0.0,0.0
ARE,2016,0.0,0.0,0.0
ARE,2017,0.0,0.0,0.0
ARE,2018,0.0,0.0,0.0
ARE,2019,0.0,0.0,0.0
ARE,2020,0.0,0.0,0.0
ARE,2021,0.0,0.0,0.0
ARG,1985,0.0,0.0,0.0
ARG,1986,0.0,0.0,0.0
ARG,1987,0.0,0.0,0.0
ARG,1988,0.0,0.0,0.0
ARG,1989,0.0,0.0,0.0
ARG,1990,0.0,0.0,0.0
ARG,1991,0.0,0.0,0.0
ARG,1992,0.0,0.0,0.0
ARG,1993,0.0,0.0,0.0
ARG,1994,0.0,0.0,0.0
ARG,1995,0.0,0.0,0.0
ARG,1996,0.0,0.0,0.0
ARG,1997,0.0,0.0,0.0
ARG,1998,0.0,0.0,0.0
ARG,1999,0.0,0.0,0.0
ARG,2000,0.0,0.0,0.0
ARG,2001,0.0,0.0,0.0
ARG,2002,0.0,0.0,0.0
ARG,2003,0.0,0.0,0.0
ARG,2004,0.0,0.0,0.0
ARG,2005,0.0,0.0,0.0
ARG,2006,0.0,0.0,0.0
ARG,2007,0.0,0.0,0.0
ARG,2008,0.0,0.0,0.0
ARG,2009,0.0,0.0,0.0
ARG,2010,0.0,0.0,0.0
ARG,2011,0.0,0.0,0.0
ARG,2012,0.0,0.0,0.0
ARG,2013,0.0,0.0,0.0
ARG,2014,0.0,0.0,0.0
ARG,2015,0.0,0.0,0.0
ARG,2016,0.0,0.0,0.0
ARG,2017,0.0,0.0,0.0
ARG,2018,1.0,1.0,0.0
ARG,2019,1.0,1.0,0.0
ARG,2020,1.0,1.0,0.0
ARG,2021,1.0,1.0,0.0
ARM,1985,0.0,0.0,0.0
ARM,1986,0.0,0.0,0.0
ARM,1987,0.0,0.0,0.0
ARM,1988,0.0,0.0,0.0
ARM,1989,0.0,0.0,0.0
ARM,1990,0.0,0.0,0.0
ARM,1991,0.0,0.0,0.0
ARM,1992,0.0,0.0,0.0
ARM,1993,0.0,0.0,0.0
ARM,1994,0.0,0.0,0.0
ARM,1995,0.0,0.0,0.0
ARM,1996,0.0,0.0,0.0
ARM,1997,0.0,0.0,0.0
ARM,1998,0.0,0.0,0.0
ARM,1999,0.0,0.0,0.0
ARM,2000,0.0,0.0,0.0
ARM,2001,0.0,0.0,0.0
ARM,2002,0.0,0.0,0.0
ARM,2003,0.0,0.0,0.0
ARM,2004,0.0,0.0,0.0
ARM,2005,0.0,0.0,0.0
ARM,2006,0.0,0.0,0.0
ARM,2007,0.0,0.0,0.0
ARM,2008,0.0,0.0,0.0
ARM,2009,0.0,0.0,0.0
ARM,2010,0.0,0.0,0.0
ARM,2011,0.0,0.0,0.0
ARM,2012,0.0,0.0,0.0
ARM,2013,0.0,0.0,0.0
ARM,2014,0.0,0.0,0.0
ARM,2015,0.0,0.0,0.0
ARM,2016,0.0,0.0,0.0
ARM,2017,0.0,0.0,0.0
ARM,2018,0.0,0.0,0.0
ARM,2019,0.0,0.0,0.0
ARM,2020,0.0,0.0,0.0
ARM,2021,0.0,0.0,0.0
ASM,1985,0.0,0.0,0.0
ASM,1986,0.0,0.0,0.0
ASM,1987,0.0,0.0,0.0
ASM,1988,0.0,0.0,0.0
ASM,1989,0.0,0.0,0.0
ASM,1990,0.0,0.0,0.0
ASM,1991,0.0,0.0,0.0
ASM,1992,0.0,0.0,0.0
ASM,1993,0.0,0.0,0.0
ASM,1994,0.0,0.0,0.0
ASM,1995,0.0,0.0,0.0
ASM,1996,0.0,0.0,0.0
ASM,1997,0.0,0.0,0.0
ASM,1998,0.0,0.0,0.0
ASM,1999,0.0,0.0,0.0
ASM,2000,0.0,0.0,0.0
ASM,2001,0.0,0.0,0.0
ASM,2002,0.0,0.0,0.0
ASM,2003,0.0,0.0,0.0
ASM,2004,0.0,0.0,0.0
ASM,2005,0.0,0.0,0.0
ASM,2006,0.0,0.0,0.0
ASM,2007,0.0,0.0,0.0
ASM,2008,0.0,0.0,0.0
ASM,2009,0.0,0.0,0.0
ASM,2010,0.0,0.0,0.0
ASM,2011,0.0,0.0,0.0
ASM,2012,0.0,0.0,0.0
ASM,2013,0.0,0.0,0.0
ASM,2014,0.0,0.0,0.0
ASM,2015,0.0,0.0,0.0
ASM,2016,0.0,0.0,0.0
ASM,2017,0.0,0.0,0.0
ASM,2018,0.0,0.0,0.0
ASM,2019,0.0,0.0,0.0
ASM,2020,0.0,0.0,0.0
ASM,2021,0.0,0.0,0.0
ATG,1985,0.0,0.0,0.0
ATG,1986,0.0,0.0,0.0
ATG,1987,0.0,0.0,0.0
ATG,1988,0.0,0.0,0.0
ATG,1989,0.0,0.0,0.0
ATG,1990,0.0,0.0,0.0
ATG,1991,0.0,0.0,0.0
ATG,1992,0.0,0.0,0.0
ATG,1993,0.0,0.0,0.0
ATG,1994,0.0,0.0,0.0
ATG,1995,0.0,0.0,0.0
ATG,1996,0.0,0.0,0.0
ATG,1997,0.0,0.0,0.0
ATG,1998,0.0,0.0,0.0
ATG,1999,0.0,0.0,0.0
ATG,2000,0.0,0.0,0.0
ATG,2001,0.0,0.0,0.0
ATG,2002,0.0,0.0,0.0
ATG,2003,0.0,0.0,0.0
ATG,2004,0.0,0.0,0.0
ATG,2005,0.0,0.0,0.0
ATG,2006,0.0,0.0,0.0
ATG,2007,0.0,0.0,0.0
ATG,2008,0.0,0.0,0.0
ATG,2009,0.0,0.0,0.0
ATG,2010,0.0,0.0,0.0
ATG,2011,0.0,0.0,0.0
ATG,2012,0.0,0.0,0.0
ATG,2013,0.0,0.0,0.0
ATG,2014,0.0,0.0,0.0
ATG,2015,0.0,0.0,0.0
ATG,2016,0.0,0.0,0.0
ATG,2017,0.0,0.0,0.0
ATG,2018,0.0,0.0,0.0
ATG,2019,0.0,0.0,0.0
ATG,2020,0.0,0.0,0.0
ATG,2021,0.0,0.0,0.0
AUS,1985,0.0,0.0,0.0
AUS,1986,0.0,0.0,0.0
AUS,1987,0.0,0.0,0.0
AUS,1988,0.0,0.0,0.0
AUS,1989,0.0,0.0,0.0
AUS,1990,0.0,0.0,0.0
AUS,1991,0.0,0.0,0.0
AUS,1992,0.0,0.0,0.0
AUS,1993,0.0,0.0,0.0
AUS,1994,0.0,0.0,0.0
AUS,1995,0.0,0.0,0.0
AUS,1996,0.0,0.0,0.0
AUS,1997,0.0,0.0,0.0
AUS,1998,0.0,0.0,0.0
AUS,1999,0.0,0.0,0.0
AUS,2000,0.0,0.0,0.0
AUS,2001,0.0,0.0,0.0
AUS,2002,0.0,0.0,0.0
AUS,2003,0.0,0.0,0.0
AUS,2004,0.0,0.0,0.0
AUS,2005,0.0,0.0,0.0
AUS,2006,0.0,0.0,0.0
AUS,2007,0.0,0.0,0.0
AUS,2008,0.0,0.0,0.0
AUS,2009,0.0,0.0,0.0
AUS,2010,0.0,0.0,0.0
AUS,2011,0.0,0.0,0.0
AUS,2012,1.0,0.0,1.0
AUS,2013,1.0,0.0,1.0
AUS,2014,1.0,0.0,1.0
AUS,2015,1.0,0.0,1.0
AUS,2016,1.0,0.0,1.0
AUS,2017,1.0,0.0,1.0
AUS,2018,1.0,0.0,1.0
AUS,2019,1.0,0.0,1.0
AUS,2020,1.0,0.0,1.0
AUS,2021,1.0,0.0,1.0
AUT,1985,0.0,0.0,0.0
AUT,1986,0.0,0.0,0.0
AUT,1987,0.0,0.0,0.0
AUT,1988,0.0,0.0,0.0
AUT,1989,0.0,0.0,0.0
AUT,1990,0.0,0.0,0.0
AUT,1991,0.0,0.0,0.0
AUT,1992,0.0,0.0,0.0
AUT,1993,0.0,0.0,0.0
AUT,1994,0.0,0.0,0.0
AUT,1995,0.0,0.0,0.0
AUT,1996,0.0,0.0,0.0
AUT,1997,0.0,0.0,0.0
AUT,1998,0.0,0.0,0.0
AUT,1999,0.0,0.0,0.0
AUT,2000,0.0,0.0,0.0
AUT,2001,0.0,0.0,0.0
AUT,2002,0.0,0.0,0.0
AUT,2003,0.0,0.0,0.0
AUT,2004,0.0,0.0,0.0
AUT,2005,1.0,0.0,1.0
AUT,2006,1.0,0.0,1.0
AUT,2007,1.0,0.0,1.0
AUT,2008,1.0,0.0,1.0
AUT,2009,1.0,0.0,1.0
AUT,2010,1.0,0.0,1.0
AUT,2011,1.0,0.0,1.0
AUT,2012,1.0,0.0,1.0
AUT,2013,1.0,0.0,1.0
AUT,2014,1.0,0.0,1.0
AUT,2015,1.0,0.0,1.0
AUT,2016,1.0,0.0,1.0
AUT,2017,1.0,0.0,1.0
AUT,2018,1.0,0.0,1.0
AUT,2019,1.0,0.0,1.0
AUT,2020,1.0,0.0,1.0
AUT,2021,1.0,0.0,1.0
AZE,1985,0.0,0.0,0.0
AZE,1986,0.0,0.0,0.0
AZE,1987,0.0,0.0,0.0
AZE,1988,0.0,0.0,0.0
AZE,1989,0.0,0.0,0.0
AZE,1990,0.0,0.0,0.0
AZE,1991,0.0,0.0,0.0
AZE,1992,0.0,0.0,0.0
AZE,1993,0.0,0.0,0.0
AZE,1994,0.0,0.0,0.0
AZE,1995,0.0,0.0,0.0
AZE,1996,0.0,0.0,0.0
AZE,1997,0.0,0.0,0.0
AZE,1998,0.0,0.0,0.0
AZE,1999,0.0,0.0,0.0
AZE,2000,0.0,0.0,0.0
AZE,2001,0.0,0.0,0.0
AZE,2002,0.0,0.0,0.0
AZE,2003,0.0,0.0,0.0
AZE,2004,0.0,0.0,0.0
AZE,2005,0.0,0.0,0.0
AZE,2006,0.0,0.0,0.0
AZE,2007,0.0,0.0,0.0
AZE,2008,0.0,0.0,0.0
AZE,2009,0.0,0.0,0.0
AZE,2010,0.0,0.0,0.0
AZE,2011,0.0,0.0,0.0
AZE,2012,0.0,0.0,0.0
AZE,2013,0.0,0.0,0.0
AZE,2014,0.0,0.0,0.0
AZE,2015,0.0,0.0,0.0
AZE,2016,0.0,0.0,0.0
AZE,2017,0.0,0.0,0.0
AZE,2018,0.0,0.0,0.0
AZE,2019,0.0,0.0,0.0
AZE,2020,0.0,0.0,0.0
AZE,2021,0.0,0.0,0.0
BDI,1985,0.0,0.0,0.0
BDI,1986,0.0,0.0,0.0
BDI,1987,0.0,0.0,0.0
BDI,1988,0.0,0.0,0.0
BDI,1989,0.0,0.0,0.0
BDI,1990,0.0,0.0,0.0
BDI,1991,0.0,0.0,0.0
BDI,1992,0.0,0.0,0.0
BDI,1993,0.0,0.0,0.0
BDI,1994,0.0,0.0,0.0
BDI,1995,0.0,0.0,0.0
BDI,1996,0.0,0.0,0.0
BDI,1997,0.0,0.0,0.0
BDI,1998,0.0,0.0,0.0
BDI,1999,0.0,0.0,0.0
BDI,2000,0.0,0.0,0.0
BDI,2001,0.0,0.0,0.0
BDI,2002,0.0,0.0,0.0
BDI,2003,0.0,0.0,0.0
BDI,2004,0.0,0.0,0.0
BDI,2005,0.0,0.0,0.0
BDI,2006,0.0,0.0,0.0
BDI,2007,0.0,0.0,0.0
BDI,2008,0.0,0.0,0.0
BDI,2009,0.0,0.0,0.0
BDI,2010,0.0,0.0,0.0
BDI,2011,0.0,0.0,0.0
BDI,2012,0.0,0.0,0.0
BDI,2013,0.0,0.0,0.0
BDI,2014,0.0,0.0,0.0
BDI,2015,0.0,0.0,0.0
BDI,2016,0.0,0.0,0.0
BDI,2017,0.0,0.0,0.0
BDI,2018,0.0,0.0,0.0
BDI,2019,0.0,0.0,0.0
BDI,2020,0.0,0.0,0.0
BDI,2021,0.0,0.0,0.0
BEL,1985,0.0,0.0,0.0
BEL,1986,0.0,0.0,0.0
BEL,1987,0.0,0.0,0.0
BEL,1988,0.0,0.0,0.0
BEL,1989,0.0,0.0,0.0
BEL,1990,0.0,0.0,0.0
BEL,1991,0.0,0.0,0.0
BEL,1992,0.0,0.0,0.0
BEL,1993,0.0,0.0,0.0
BEL,1994,0.0,0.0,0.0
BEL,1995,0.0,0.0,0.0
BEL,1996,0.0,0.0,0.0
BEL,1997,0.0,0.0,0.0
BEL,1998,0.0,0.0,0.0
BEL,1999,0.0,0.0,0.0
BEL,2000,0.0,0.0,0.0
BEL,2001,0.0,0.0,0.0
BEL,2002,0.0,0.0,0.0
BEL,2003,0.0,0.0,0.0
BEL,2004,0.0,0.0,0.0
BEL,2005,1.0,0.0,1.0
BEL,2006,1.0,0.0,1.0
BEL,2007,1.0,0.0,1.0
BEL,2008,1.0,0.0,1.0
BEL,2009,1.0,0.0,1.0
BEL,2010,1.0,0.0,1.0
BEL,2011,1.0,0.0,1.0
BEL,2012,1.0,0.0,1.0
BEL,2013,1.0,0.0,1.0
BEL,2014,1.0,0.0,1.0
BEL,2015,1.0,0.0,1.0
BEL,2016,1.0,0.0,1.0
BEL,2017,1.0,0.0,1.0
BEL,2018,1.0,0.0,1.0
BEL,2019,1.0,0.0,1.0
BEL,2020,1.0,0.0,1.0
BEL,2021,1.0,0.0,1.0
BEN,1985,0.0,0.0,0.0
BEN,1986,0.0,0.0,0.0
BEN,1987,0.0,0.0,0.0
BEN,1988,0.0,0.0,0.0
BEN,1989,0.0,0.0,0.0
BEN,1990,0.0,0.0,0.0
BEN,1991,0.0,0.0,0.0
BEN,1992,0.0,0.0,0.0
BEN,1993,0.0,0.0,0.0
BEN,1994,0.0,0.0,0.0
BEN,1995,0.0,0.0,0.0
BEN,1996,0.0,0.0,0.0
BEN,1997,0.0,0.0,0.0
BEN,1998,0.0,0.0,0.0
BEN,1999,0.0,0.0,0.0
BEN,2000,0.0,0.0,0.0
BEN,2001,0.0,0.0,0.0
BEN,2002,0.0,0.0,0.0
BEN,2003,0.0,0.0,0.0
BEN,2004,0.0,0.0,0.0
BEN,2005,0.0,0.0,0.0
BEN,2006,0.0,0.0,0.0
BEN,2007,0.0,0.0,0.0
BEN,2008,0.0,0.0,0.0
BEN,2009,0.0,0.0,0.0
BEN,2010,0.0,0.0,0.0
BEN,2011,0.0,0.0,0.0
BEN,2012,0.0,0.0,0.0
BEN,2013,0.0,0.0,0.0
BEN,2014,0.0,0.0,0.0
BEN,2015,0.0,0.0,0.0
BEN,2016,0.0,0.0,0.0
BEN,2017,0.0,0.0,0.0
BEN,2018,0.0,0.0,0.0
BEN,2019,0.0,0.0,0.0
BEN,2020,0.0,0.0,0.0
BEN,2021,0.0,0.0,0.0
BFA,1985,0.0,0.0,0.0
BFA,1986,0.0,0.0,0.0
BFA,1987,0.0,0.0,0.0
BFA,1988,0.0,0.0,0.0
BFA,1989,0.0,0.0,0.0
BFA,1990,0.0,0.0,0.0
BFA,1991,0.0,0.0,0.0
BFA,1992,0.0,0.0,0.0
BFA,1993,0.0,0.0,0.0
BFA,1994,0.0,0.0,0.0
BFA,1995,0.0,0.0,0.0
BFA,1996,0.0,0.0,0.0
BFA,1997,0.0,0.0,0.0
BFA,1998,0.0,0.0,0.0
BFA,1999,0.0,0.0,0.0
BFA,2000,0.0,0.0,0.0
BFA,2001,0.0,0.0,0.0
BFA,2002,0.0,0.0,0.0
BFA,2003,0.0,0.0,0.0
BFA,2004,0.0,0.0,0.0
BFA,2005,0.0,0.0,0.0
BFA,2006,0.0,0.0,0.0
BFA,2007,0.0,0.0,0.0
BFA,2008,0.0,0.0,0.0
BFA,2009,0.0,0.0,0.0
BFA,2010,0.0,0.0,0.0
BFA,2011,0.0,0.0,0.0
BFA,2012,0.0,0.0,0.0
BFA,2013,0.0,0.0,0.0
BFA,2014,0.0,0.0,0.0
BFA,2015,0.0,0.0,0.0
BFA,2016,0.0,0.0,0.0
BFA,2017,0.0,0.0,0.0
BFA,2018,0.0,0.0,0.0
BFA,2019,0.0,0.0,0.0
BFA,2020,0.0,0.0,0.0
BFA,2021,0.0,0.0,0.0
BGD,1985,0.0,0.0,0.0
BGD,1986,0.0,0.0,0.0
BGD,1987,0.0,0.0,0.0
BGD,1988,0.0,0.0,0.0
BGD,1989,0.0,0.0,0.0
BGD,1990,0.0,0.0,0.0
BGD,1991,0.0,0.0,0.0
BGD,1992,0.0,0.0,0.0
BGD,1993,0.0,0.0,0.0
BGD,1994,0.0,0.0,0.0
BGD,1995,0.0,0.0,0.0
BGD,1996,0.0,0.0,0.0
BGD,1997,0.0,0.0,0.0
BGD,1998,0.0,0.0,0.0
BGD,1999,0.0,0.0,0.0
BGD,2000,0.0,0.0,0.0
BGD,2001,0.0,0.0,0.0
BGD,2002,0.0,0.0,0.0
BGD,2003,0.0,0.0,0.0
BGD,2004,0.0,0.0,0.0
BGD,2005,0.0,0.0,0.0
BGD,2006,0.0,0.0,0.0
BGD,2007,0.0,0.0,0.0
BGD,2008,0.0,0.0,0.0
BGD,2009,0.0,0.0,0.0
BGD,2010,0.0,0.0,0.0
BGD,2011,0.0,0.0,0.0
BGD,2012,0.0,0.0,0.0
BGD,2013,0.0,0.0,0.0
BGD,2014,0.0,0.0,0.0
BGD,2015,0.0,0.0,0.0
BGD,2016,0.0,0.0,0.0
BGD,2017,0.0,0.0,0.0
BGD,2018,0.0,0.0,0.0
BGD,2019,0.0,0.0,0.0
BGD,2020,0.0,0.0,0.0
BGD,2021,0.0,0.0,0.0
BGR,1985,0.0,0.0,0.0
BGR,1986,0.0,0.0,0.0
BGR,1987,0.0,0.0,0.0
BGR,1988,0.0,0.0,0.0
BGR,1989,0.0,0.0,0.0
BGR,1990,0.0,0.0,0.0
BGR,1991,0.0,0.0,0.0
BGR,1992,0.0,0.0,0.0
BGR,1993,0.0,0.0,0.0
BGR,1994,0.0,0.0,0.0
BGR,1995,0.0,0.0,0.0
BGR,1996,0.0,0.0,0.0
BGR,1997,0.0,0.0,0.0
BGR,1998,0.0,0.0,0.0
BGR,1999,0.0,0.0,0.0
BGR,2000,0.0,0.0,0.0
BGR,2001,0.0,0.0,0.0
BGR,2002,0.0,0.0,0.0
BGR,2003,0.0,0.0,0.0
BGR,2004,0.0,0.0,0.0
BGR,2005,1.0,0.0,1.0
BGR,2006,1.0,0.0,1.0
BGR,2007,1.0,0.0,1.0
BGR,2008,1.0,0.0,1.0
BGR,2009,1.0,0.0,1.0
BGR,2010,1.0,0.0,1.0
BGR,2011,1.0,0.0,1.0
BGR,2012,1.0,0.0,1.0
BGR,2013,1.0,0.0,1.0
BGR,2014,1.0,0.0,1.0
BGR,2015,1.0,0.0,1.0
BGR,2016,1.0,0.0,1.0
BGR,2017,1.0,0.0,1.0
BGR,2018,1.0,0.0,1.0
BGR,2019,1.0,0.0,1.0
BGR,2020,1.0,0.0,1.0
BGR,2021,1.0,0.0,1.0
BHR,1985,0.0,0.0,0.0
BHR,1986,0.0,0.0,0.0
BHR,1987,0.0,0.0,0.0
BHR,1988,0.0,0.0,0.0
BHR,1989,0.0,0.0,0.0
BHR,1990,0.0,0.0,0.0
BHR,1991,0.0,0.0,0.0
BHR,1992,0.0,0.0,0.0
BHR,1993,0.0,0.0,0.0
BHR,1994,0.0,0.0,0.0
BHR,1995,0.0,0.0,0.0
BHR,1996,0.0,0.0,0.0
BHR,1997,0.0,0.0,0.0
BHR,1998,0.0,0.0,0.0
BHR,1999,0.0,0.0,0.0
BHR,2000,0.0,0.0,0.0
BHR,2001,0.0,0.0,0.0
BHR,2002,0.0,0.0,0.0
BHR,2003,0.0,0.0,0.0
BHR,2004,0.0,0.0,0.0
BHR,2005,0.0,0.0,0.0
BHR,2006,0.0,0.0,0.0
BHR,2007,0.0,0.0,0.0
BHR,2008,0.0,0.0,0.0
BHR,2009,0.0,0.0,0.0
BHR,2010,0.0,0.0,0.0
BHR,2011,0.0,0.0,0.0
BHR,2012,0.0,0.0,0.0
BHR,2013,0.0,0.0,0.0
BHR,2014,0.0,0.0,0.0
BHR,2015,0.0,0.0,0.0
BHR,2016,0.0,0.0,0.0
BHR,2017,0.0,0.0,0.0
BHR,2018,0.0,0.0,0.0
